created_at,entry_id,field1,latitude,longitude,elevation,status
2025-01-26T23:14:26+00:00,61,30.80000,,,,
2025-01-26T23:14:43+00:00,62,30.20000,,,,
2025-01-26T23:14:59+00:00,63,30.20000,,,,
2025-01-26T23:15:16+00:00,64,30.20000,,,,
2025-01-26T23:15:32+00:00,65,29.80000,,,,
2025-01-26T23:15:49+00:00,66,29.80000,,,,
2025-01-26T23:16:06+00:00,67,29.80000,,,,
2025-01-26T23:16:22+00:00,68,29.80000,,,,
2025-01-26T23:16:39+00:00,69,29.80000,,,,
2025-01-26T23:16:56+00:00,70,29.80000,,,,
2025-01-26T23:17:12+00:00,71,29.80000,,,,
2025-01-26T23:17:29+00:00,72,29.80000,,,,
2025-01-26T23:17:46+00:00,73,29.80000,,,,
2025-01-26T23:18:02+00:00,74,29.80000,,,,
2025-01-26T23:18:19+00:00,75,29.80000,,,,
2025-01-26T23:18:36+00:00,76,29.80000,,,,
2025-01-26T23:21:27+00:00,77,29.80000,,,,
2025-01-26T23:21:44+00:00,78,29.80000,,,,
2025-01-26T23:22:02+00:00,79,29.80000,,,,
2025-01-26T23:22:19+00:00,80,29.80000,,,,
2025-01-26T23:22:35+00:00,81,29.80000,,,,
2025-01-26T23:22:52+00:00,82,29.80000,,,,
2025-01-26T23:23:09+00:00,83,29.80000,,,,
2025-01-26T23:23:26+00:00,84,29.80000,,,,
2025-01-26T23:23:42+00:00,85,29.80000,,,,
2025-01-26T23:23:59+00:00,86,29.80000,,,,
2025-01-26T23:24:16+00:00,87,29.80000,,,,
2025-01-26T23:24:32+00:00,88,29.80000,,,,
2025-01-26T23:24:49+00:00,89,29.80000,,,,
2025-01-26T23:25:06+00:00,90,29.80000,,,,
2025-01-26T23:25:23+00:00,91,29.80000,,,,
2025-01-26T23:25:39+00:00,92,29.80000,,,,
2025-01-26T23:25:56+00:00,93,29.80000,,,,
2025-01-26T23:26:13+00:00,94,29.80000,,,,
2025-01-26T23:26:29+00:00,95,29.80000,,,,
2025-01-26T23:26:46+00:00,96,29.80000,,,,
2025-01-26T23:27:03+00:00,97,29.80000,,,,
2025-01-26T23:27:19+00:00,98,29.80000,,,,
2025-01-26T23:27:36+00:00,99,29.80000,,,,
2025-01-26T23:27:53+00:00,100,29.80000,,,,
2025-01-26T23:28:10+00:00,101,29.80000,,,,
2025-01-26T23:28:26+00:00,102,29.80000,,,,
2025-01-26T23:28:43+00:00,103,29.80000,,,,
2025-01-26T23:29:00+00:00,104,29.80000,,,,
2025-01-26T23:29:16+00:00,105,29.80000,,,,
2025-01-26T23:29:33+00:00,106,29.80000,,,,
2025-01-26T23:29:49+00:00,107,29.80000,,,,
2025-01-26T23:30:06+00:00,108,29.80000,,,,
2025-01-26T23:30:22+00:00,109,29.80000,,,,
2025-01-26T23:30:39+00:00,110,29.80000,,,,
2025-01-26T23:30:56+00:00,111,29.80000,,,,
2025-01-26T23:31:12+00:00,112,29.80000,,,,
2025-01-26T23:31:29+00:00,113,29.80000,,,,
2025-01-26T23:31:46+00:00,114,29.80000,,,,
2025-01-26T23:32:03+00:00,115,29.80000,,,,
2025-01-26T23:32:19+00:00,116,29.80000,,,,
2025-01-26T23:32:36+00:00,117,29.80000,,,,
2025-01-26T23:32:53+00:00,118,29.80000,,,,
2025-01-26T23:36:15+00:00,119,29.80000,,,,
2025-01-26T23:36:32+00:00,120,29.80000,,,,
2025-01-26T23:36:48+00:00,121,29.80000,,,,
2025-01-26T23:37:05+00:00,122,29.80000,,,,
2025-01-26T23:37:22+00:00,123,29.80000,,,,
2025-01-26T23:37:38+00:00,124,29.80000,,,,
2025-01-26T23:50:10+00:00,125,31.30000,,,,
2025-01-26T23:50:27+00:00,126,30.80000,,,,
2025-01-26T23:50:43+00:00,127,30.80000,,,,
2025-01-26T23:51:00+00:00,128,30.80000,,,,
2025-01-26T23:51:17+00:00,129,30.20000,,,,
2025-01-26T23:51:33+00:00,130,30.20000,,,,
2025-01-26T23:51:50+00:00,131,30.20000,,,,
2025-01-26T23:52:07+00:00,132,30.20000,,,,
2025-01-26T23:52:23+00:00,133,30.20000,,,,
2025-01-26T23:52:40+00:00,134,30.20000,,,,
2025-01-26T23:52:56+00:00,135,30.20000,,,,
2025-01-26T23:53:13+00:00,136,30.20000,,,,
2025-01-26T23:53:30+00:00,137,30.20000,,,,
2025-01-26T23:53:46+00:00,138,30.20000,,,,
2025-01-26T23:54:03+00:00,139,30.20000,,,,
2025-01-26T23:54:20+00:00,140,30.20000,,,,
2025-01-26T23:54:36+00:00,141,30.20000,,,,
2025-01-26T23:54:53+00:00,142,30.20000,,,,
2025-01-26T23:55:09+00:00,143,30.20000,,,,
2025-01-26T23:55:26+00:00,144,30.20000,,,,
2025-01-26T23:55:43+00:00,145,30.20000,,,,
2025-01-26T23:56:00+00:00,146,30.20000,,,,
2025-01-26T23:56:16+00:00,147,30.20000,,,,
2025-01-26T23:56:33+00:00,148,30.20000,,,,
2025-01-26T23:56:49+00:00,149,29.80000,,,,
2025-01-26T23:57:06+00:00,150,29.30000,,,,
2025-01-26T23:57:23+00:00,151,29.30000,,,,
2025-01-26T23:57:39+00:00,152,28.90000,,,,
2025-01-26T23:57:56+00:00,153,30.80000,,,,
2025-01-26T23:58:12+00:00,154,32.80000,,,,
2025-01-26T23:58:29+00:00,155,31.30000,,,,
2025-01-26T23:58:46+00:00,156,30.80000,,,,
2025-01-26T23:59:02+00:00,157,30.20000,,,,
2025-01-26T23:59:19+00:00,158,30.20000,,,,
2025-01-26T23:59:35+00:00,159,30.20000,,,,
2025-01-26T23:59:52+00:00,160,30.20000,,,,
2025-01-27T00:00:09+00:00,161,30.20000,,,,
2025-01-27T00:00:25+00:00,162,30.20000,,,,
2025-01-27T00:00:42+00:00,163,30.20000,,,,
2025-01-27T00:00:59+00:00,164,30.20000,,,,
2025-01-27T00:01:15+00:00,165,30.20000,,,,
2025-01-27T00:01:32+00:00,166,30.20000,,,,
2025-01-27T00:01:49+00:00,167,30.20000,,,,
2025-01-27T00:02:05+00:00,168,30.20000,,,,
